Season,Team,Lg,Salary
2014-15,Orlando Magic,NBA,"$3,992,040"
2015-16,Orlando Magic,NBA,"$4,171,680"
2016-17,Orlando Magic,NBA,"$4,351,320"
2017-18,Orlando Magic,NBA,"$5,504,420"
2018-19,Orlando Magic,NBA,"$21,590,909"
2019-20,Orlando Magic,NBA,"$19,863,636"
2020-21,Denver Nuggets,NBA,"$18,136,364"
2021-22,Denver Nuggets,NBA,"$16,409,091"
2022-23,Denver Nuggets,NBA,"$19,690,909"
2023-24,Denver Nuggets,NBA,"$22,266,182"
2024-25,Denver Nuggets,NBA,"$22,841,455"
Career,(may be incomplete),,"$158,818,006"
