Season,Team,Lg,Salary
2018-19,Memphis Grizzlies,NBA,"$5,915,040"
2019-20,Memphis Grizzlies,NBA,"$6,927,480"
2020-21,Memphis Grizzlies,NBA,"$7,257,360"
2021-22,Memphis Grizzlies,NBA,"$9,180,560"
2022-23,Memphis Grizzlies,NBA,"$28,946,605"
2023-24,Memphis Grizzlies,NBA,"$27,102,202"
2024-25,Memphis Grizzlies,NBA,"$25,257,798"
Career,(may be incomplete),,"$110,587,045"
