"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2012-13,19,ORL,NBA,SF,76.0,59.0,1974.0,0.0,8.0,82.0,11.0,0.0,-12.0,-8.5,33.0,18.0,73.0,9.0,60.0,7.0,111.0,15.0,52.0,
2013-14,20,ORL,NBA,SF,80.0,41.0,1950.0,0.0,1.0,86.0,13.0,0.0,-7.8,-3.9,30.0,21.0,74.0,14.0,74.0,11.0,179.0,14.0,44.0,
2014-15,21,ORL,NBA,SF,45.0,4.0,674.0,0.0,6.0,80.0,14.0,0.0,-5.3,0.9,14.0,7.0,36.0,5.0,19.0,2.0,55.0,5.0,8.0,
2015-16,22,POR,NBA,SF,78.0,14.0,1457.0,0.0,2.0,70.0,28.0,0.0,1.3,0.9,22.0,17.0,78.0,8.0,51.0,2.0,161.0,9.0,29.0,
2016-17,23,POR,NBA,SF,77.0,69.0,2223.0,0.0,0.0,69.0,31.0,0.0,2.7,6.6,25.0,34.0,119.0,8.0,62.0,3.0,217.0,13.0,51.0,
2017-18,24,POR,NBA,SF,59.0,37.0,1264.0,0.0,1.0,78.0,21.0,0.0,0.3,-3.7,14.0,9.0,60.0,9.0,28.0,2.0,131.0,5.0,17.0,
2018-19,25,POR,NBA,SF,60.0,53.0,1415.0,0.0,0.0,80.0,20.0,0.0,7.9,6.2,21.0,9.0,81.0,10.0,38.0,3.0,175.0,9.0,21.0,
2019-20,26,2TM,NBA,PF,62.0,48.0,1427.0,0.0,0.0,42.0,58.0,0.0,2.1,-2.7,26.0,7.0,97.0,12.0,31.0,2.0,162.0,6.0,13.0,
2019-20,26,LAC,NBA,PF,50.0,38.0,1141.0,0.0,0.0,30.0,70.0,0.0,4.0,-3.6,23.0,5.0,76.0,10.0,20.0,1.0,114.0,4.0,11.0,
2019-20,26,NYK,NBA,SF,12.0,10.0,286.0,0.0,0.0,94.0,7.0,0.0,-5.5,1.0,3.0,2.0,21.0,2.0,11.0,1.0,48.0,2.0,2.0,
2020-21,27,2TM,NBA,SF,37.0,23.0,772.0,0.0,1.0,58.0,42.0,0.0,-2.0,1.6,13.0,5.0,50.0,1.0,21.0,2.0,107.0,3.0,9.0,
2020-21,27,MIA,NBA,SF,11.0,3.0,124.0,0.0,5.0,62.0,34.0,0.0,-9.4,-9.8,1.0,2.0,7.0,0.0,1.0,0.0,17.0,0.0,1.0,
2020-21,27,SAC,NBA,PF,26.0,20.0,648.0,0.0,0.0,57.0,43.0,0.0,-0.6,3.7,12.0,3.0,43.0,1.0,20.0,2.0,90.0,3.0,8.0,
2021-22,28,SAC,NBA,SF,47.0,24.0,863.0,0.0,2.0,75.0,24.0,0.0,-4.5,1.2,12.0,6.0,36.0,7.0,13.0,2.0,54.0,3.0,9.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,621.0,372.0,14019.0,0.0,2.0,73.0,25.0,0.0,-1.8,-0.4,210.0,133.0,704.0,83.0,397.0,36.0,1352.0,82.0,253.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,49.0,1851.0,0.0,2.0,73.0,25.0,0.0,-1.8,-0.4,28.0,18.0,93.0,11.0,52.0,5.0,179.0,11.0,33.0,
,,,,,,,,,,,,,,,,,,,,,,,,
POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),,274.0,173.0,6359.0,0.0,1.0,73.0,26.0,0.0,3.1,3.2,82.0,69.0,338.0,35.0,179.0,10.0,684.0,36.0,118.0,
ORL (3 Yrs),ORL (3 Yrs),ORL (3 Yrs),ORL (3 Yrs),,201.0,104.0,4598.0,0.0,5.0,83.0,12.0,0.0,-9.2,-5.2,77.0,46.0,183.0,28.0,153.0,20.0,345.0,34.0,104.0,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,73.0,44.0,1511.0,0.0,1.0,67.0,32.0,0.0,-2.8,2.3,24.0,9.0,79.0,8.0,33.0,4.0,144.0,6.0,17.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,50.0,38.0,1141.0,0.0,0.0,30.0,70.0,0.0,4.0,-3.6,23.0,5.0,76.0,10.0,20.0,1.0,114.0,4.0,11.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,12.0,10.0,286.0,0.0,0.0,94.0,7.0,0.0,-5.5,1.0,3.0,2.0,21.0,2.0,11.0,1.0,48.0,2.0,2.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,11.0,3.0,124.0,0.0,5.0,62.0,34.0,0.0,-9.4,-9.8,1.0,2.0,7.0,0.0,1.0,0.0,17.0,0.0,1.0,
