Season,Team,Lg,Salary
2005-06,Los Angeles Lakers,NBA,"$398,762"
2006-07,Los Angeles Clippers,NBA,"$24,300"
2007-08,Portland Trail Blazers,NBA,"$770,610"
2008-09,Houston Rockets,NBA,"$826,269"
2010-11,Boston Celtics,NBA,"$915,852"
Career,(may be incomplete),,"$2,935,793"
