"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2007-08,21,ATL,NBA,EC1,BOS,L (3-4),7,39.6,12.6,10.4,3.6,0.4,1.0,34,72,.472,0,0,,34,72,.472,.472,20,27,.741,22,51,73,25,3,7,15,26,88,
2008-09,22,ATL,NBA,EC1,MIA,W (4-3),6,28.7,8.7,6.2,2.0,0.5,0.7,20,44,.455,0,0,,20,44,.455,.455,12,18,.667,8,29,37,12,3,4,2,17,52,
2008-09,22,ATL,NBA,ECS,CLE,L (0-4),3,26.7,3.3,5.0,2.0,1.0,0.7,5,15,.333,0,1,.000,5,14,.357,.333,0,0,,4,11,15,6,3,2,2,9,10,
2009-10,23,ATL,NBA,EC1,MIL,W (4-3),7,36.0,15.6,9.9,1.6,1.0,2.1,47,84,.560,1,1,1.000,46,83,.554,.565,14,19,.737,20,49,69,11,7,15,12,20,109,
2009-10,23,ATL,NBA,ECS,ORL,L (0-4),4,34.0,13.0,7.5,2.3,0.3,1.0,20,44,.455,0,0,,20,44,.455,.455,12,12,1.000,8,22,30,9,1,4,3,15,52,
2010-11,24,ATL,NBA,EC1,ORL,W (4-2),6,39.8,12.0,10.2,3.7,0.5,1.0,29,72,.403,0,2,.000,29,70,.414,.403,14,18,.778,13,48,61,22,3,6,8,17,72,
2010-11,24,ATL,NBA,ECS,CHI,L (2-4),6,38.2,10.7,9.0,3.3,0.3,1.0,29,65,.446,0,0,,29,65,.446,.446,6,8,.750,12,42,54,20,2,6,9,16,64,
2011-12,25,ATL,NBA,EC1,BOS,L (2-4),3,36.0,15.3,8.3,2.7,1.3,1.3,20,34,.588,0,0,,20,34,.588,.588,6,8,.750,5,20,25,8,4,4,12,11,46,
2012-13,26,ATL,NBA,EC1,IND,L (2-4),6,36.3,16.7,8.8,3.0,1.0,0.8,41,83,.494,0,0,,41,83,.494,.494,18,27,.667,12,41,53,18,6,5,9,17,100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,28,ATL,NBA,EC1,BRK,W (4-2),6,33.0,14.3,10.0,3.8,1.0,1.2,40,83,.482,0,4,.000,40,79,.506,.482,6,8,.750,15,45,60,23,6,7,12,15,86,
2014-15,28,ATL,NBA,ECS,WAS,W (4-2),6,34.7,16.8,9.8,4.3,1.0,2.3,46,92,.500,2,4,.500,44,88,.500,.511,7,8,.875,20,39,59,26,6,14,11,12,101,
2014-15,28,ATL,NBA,ECF,CLE,L (0-4),4,29.0,11.0,4.8,2.5,0.3,0.5,21,36,.583,0,1,.000,21,35,.600,.583,2,4,.500,5,14,19,10,1,2,2,7,44,
2015-16,29,ATL,NBA,EC1,BOS,W (4-2),6,32.7,12.5,8.5,3.5,1.3,2.7,29,67,.433,6,15,.400,23,52,.442,.478,11,12,.917,13,38,51,21,8,16,9,13,75,
2015-16,29,ATL,NBA,ECS,CLE,L (0-4),4,33.0,14.8,3.5,2.3,1.0,2.0,25,49,.510,5,13,.385,20,36,.556,.561,4,4,1.000,0,14,14,9,4,8,8,12,59,
2016-17,30,BOS,NBA,EC1,CHI,W (4-2),6,33.8,15.3,8.5,6.5,1.2,0.5,37,62,.597,7,13,.538,30,49,.612,.653,11,13,.846,11,40,51,39,7,3,7,7,92,
2016-17,30,BOS,NBA,ECS,WAS,W (4-3),7,34.7,16.7,6.6,5.1,0.7,1.3,48,71,.676,14,23,.609,34,48,.708,.775,7,10,.700,13,33,46,36,5,9,14,13,117,
2016-17,30,BOS,NBA,ECF,CLE,L (1-4),5,33.0,12.4,4.2,4.4,0.6,0.4,26,57,.456,6,16,.375,20,41,.488,.509,4,6,.667,7,14,21,22,3,2,12,13,62,
2017-18,31,BOS,NBA,EC1,MIL,W (4-3),7,35.0,18.1,8.7,3.3,0.7,1.4,47,80,.588,7,16,.438,40,64,.625,.631,26,34,.765,14,47,61,23,5,10,17,19,127,
2017-18,31,BOS,NBA,ECS,PHI,W (4-1),5,37.0,15.4,8.6,3.4,1.8,1.2,31,55,.564,2,9,.222,29,46,.630,.582,13,14,.929,8,35,43,17,9,6,10,9,77,
2017-18,31,BOS,NBA,ECF,CLE,L (3-4),7,35.6,13.6,7.6,3.3,0.7,0.9,33,69,.478,6,18,.333,27,51,.529,.522,23,27,.852,10,43,53,23,5,6,5,11,95,
2018-19,32,BOS,NBA,EC1,IND,W (4-0),4,34.5,11.0,10.3,4.5,0.5,0.8,16,47,.340,5,16,.313,11,31,.355,.394,7,9,.778,9,32,41,18,2,3,10,9,44,
2018-19,32,BOS,NBA,ECS,MIL,L (1-4),5,34.4,16.2,8.0,4.4,0.4,0.8,30,63,.476,13,28,.464,17,35,.486,.579,8,9,.889,4,36,40,22,2,4,9,12,81,
2019-20,34,PHI,NBA,EC1,BOS,L (0-4),4,32.3,7.0,7.3,2.3,0.3,1.3,12,25,.480,0,4,.000,12,21,.571,.480,4,7,.571,9,20,29,9,1,5,3,14,28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,35,BOS,NBA,EC1,BRK,W (4-0),4,32.0,13.0,7.5,2.0,0.8,0.8,20,34,.588,9,15,.600,11,19,.579,.721,3,4,.750,10,20,30,8,3,3,3,16,52,
2021-22,35,BOS,NBA,ECS,MIL,W (4-3),7,39.0,13.0,10.4,4.1,1.3,1.7,35,71,.493,14,36,.389,21,35,.600,.592,7,8,.875,7,66,73,29,9,12,6,23,91,
2021-22,35,BOS,NBA,ECF,MIA,W (4-3),6,37.3,9.8,10.0,3.7,0.5,2.0,20,45,.444,9,23,.391,11,22,.500,.544,10,12,.833,8,52,60,22,3,12,10,13,59,
2021-22,35,BOS,NBA,FIN,GSW,L (2-4),6,31.8,12.5,8.5,2.8,0.7,0.7,26,43,.605,15,24,.625,11,19,.579,.779,8,12,.667,10,41,51,17,4,4,10,12,75,
2022-23,36,BOS,NBA,EC1,ATL,W (4-2),6,32.7,5.8,7.7,3.7,1.2,2.2,13,32,.406,9,25,.360,4,7,.571,.547,0,0,,9,37,46,22,7,13,5,12,35,
2022-23,36,BOS,NBA,ECS,PHI,W (4-3),7,31.6,7.3,7.6,2.7,1.4,2.1,19,53,.358,11,40,.275,8,13,.615,.462,2,2,1.000,11,42,53,19,10,15,3,15,51,
2022-23,36,BOS,NBA,ECF,MIA,L (3-4),7,28.6,6.7,6.3,2.6,0.7,0.9,19,47,.404,8,29,.276,11,18,.611,.489,1,2,.500,10,34,44,18,5,6,3,20,47,
2023-24,37,BOS,NBA,EC1,MIA,W (4-1),5,25.6,8.0,7.0,1.8,0.6,0.2,16,27,.593,6,15,.400,10,12,.833,.704,2,4,.500,7,28,35,9,3,1,2,5,40,
2023-24,37,BOS,NBA,ECS,CLE,W (4-1),5,31.6,9.6,7.6,2.4,0.4,1.0,19,47,.404,10,35,.286,9,12,.750,.511,0,0,,12,26,38,12,2,5,5,8,48,
2023-24,37,BOS,NBA,ECF,IND,W (4-0),4,34.8,12.8,7.3,1.5,1.0,1.8,18,39,.462,11,28,.393,7,11,.636,.603,4,5,.800,11,18,29,6,4,7,2,6,51,
2023-24,38,BOS,NBA,FIN,DAL,W (4-1),5,30.0,7.0,6.2,2.6,1.2,0.6,13,25,.520,8,17,.471,5,8,.625,.680,1,2,.500,5,26,31,13,6,3,3,9,35,
2024-25,38,BOS,NBA,EC1,ORL,W (4-1),5,32.2,7.0,6.8,2.6,0.4,1.8,14,30,.467,5,12,.417,9,18,.500,.550,2,3,.667,8,26,34,13,2,9,4,11,35,
2024-25,38,BOS,NBA,ECS,NYK,L (2-4),6,31.0,8.8,5.3,1.2,0.8,0.8,20,42,.476,9,23,.391,11,19,.579,.583,4,4,1.000,10,22,32,7,5,5,3,19,53,
,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
,,,,,,W/L,G,MP,PTS,TRB,AST,STL,BLK,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
16 Yrs (36 Series),16 Yrs (36 Series),16 Yrs (36 Series),16 Yrs (36 Series),16 Yrs (36 Series),16 Yrs (36 Series),21-15,197,33.7,11.9,7.9,3.2,0.8,1.2,938,1904,.493,198,506,.391,740,1398,.529,.545,279,360,.775,360,1201,1561,624,159,243,260,483,2353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (16 Series),EC1 (16 Series),EC1 (16 Series),EC1 (16 Series),EC1 (16 Series),EC1 (16 Series),12-4,88,34.0,12.3,8.6,3.2,0.8,1.3,435,876,.497,55,138,.399,380,738,.515,.528,156,211,.739,185,571,756,281,70,111,130,229,1081,
ECS (12 Series),ECS (12 Series),ECS (12 Series),ECS (12 Series),ECS (12 Series),ECS (12 Series),6-6,65,34.2,12.4,7.6,3.3,0.9,1.4,327,667,.490,80,212,.377,247,455,.543,.550,70,79,.886,109,388,497,212,58,90,83,163,804,
ECF (6 Series),ECF (6 Series),ECF (6 Series),ECF (6 Series),ECF (6 Series),ECF (6 Series),2-4,33,33.1,10.8,6.8,3.1,0.6,1.1,137,293,.468,40,115,.348,97,178,.545,.536,44,56,.786,51,175,226,101,21,35,34,70,358,
FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),1-1,11,31.0,10.0,7.5,2.7,0.9,0.6,39,68,.574,23,41,.561,16,27,.593,.743,9,14,.643,15,67,82,30,10,7,13,21,110,
