Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,24,BOS,NBA,SG,5.0,0.0,59.0,1.6,0.377,0.522,0.087,0.0,5.6,3.1,0.0,1.9,0.0,11.2,23.2,-0.2,0.1,-0.2,-0.135,-5.3,-1.6,-6.9,-0.1,
2013-14,25,GSW,NBA,SG,6.0,0.0,57.0,11.0,0.472,0.212,0.424,7.9,10.3,9.1,6.0,0.9,0.0,11.3,33.0,0.0,0.0,0.0,-0.037,-2.0,-3.4,-5.4,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,29,NOP,NBA,SG,2.0,0.0,15.0,34.7,0.731,0.615,0.0,0.0,26.8,13.9,18.5,3.1,0.0,18.8,45.6,0.0,0.0,0.0,0.071,9.6,2.2,11.8,0.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,13.0,0.0,131.0,9.5,0.487,0.391,0.232,3.4,10.1,6.9,4.7,1.6,0.0,12.6,30.0,-0.3,0.1,-0.2,-0.069,-2.2,-1.9,-4.1,-0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,826.0,9.5,0.487,0.391,0.232,3.4,10.1,6.9,4.7,1.6,0.0,12.6,30.0,-1.8,0.6,-1.2,-0.069,-2.2,-1.9,-4.1,-0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,6.0,0.0,57.0,11.0,0.472,0.212,0.424,7.9,10.3,9.1,6.0,0.9,0.0,11.3,33.0,0.0,0.0,0.0,-0.037,-2.0,-3.4,-5.4,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,5.0,0.0,59.0,1.6,0.377,0.522,0.087,0.0,5.6,3.1,0.0,1.9,0.0,11.2,23.2,-0.2,0.1,-0.2,-0.135,-5.3,-1.6,-6.9,-0.1,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,2.0,0.0,15.0,34.7,0.731,0.615,0.0,0.0,26.8,13.9,18.5,3.1,0.0,18.8,45.6,0.0,0.0,0.0,0.071,9.6,2.2,11.8,0.1,
