Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,25,MEM,NBA,SF,4.0,0.0,69.0,4.9,12.1,0.4,2.4,5.7,0.429,2.4,6.5,0.375,0.5,3.2,4.9,0.667,4.9,4.9,9.7,0.8,0.0,0.8,3.2,13.8,15.4,101.0,118.0,
2004-05,26,MEM,NBA,SG,4.0,4.0,119.0,5.7,13.6,0.419,0.4,3.1,0.143,5.3,10.6,0.5,0.435,0.9,2.2,0.4,4.4,7.5,11.9,2.6,0.9,1.8,1.8,6.2,12.8,100.0,123.0,
2005-06,27,MEM,NBA,SF,4.0,4.0,129.0,4.5,9.0,0.5,0.9,3.1,0.286,3.6,5.8,0.615,0.55,0.9,2.7,0.333,3.1,7.2,10.3,0.9,1.8,0.9,3.6,7.2,10.8,88.0,113.0,
2006-07,28,HOU,NBA,SF,7.0,7.0,272.0,4.6,10.3,0.451,3.8,8.7,0.442,0.8,1.6,0.5,0.637,1.4,1.6,0.875,0.6,3.0,3.6,3.0,2.4,1.4,1.6,4.0,14.5,121.0,104.0,
2007-08,29,HOU,NBA,SF,6.0,6.0,246.0,4.6,10.4,0.444,2.8,5.8,0.48,1.8,4.6,0.4,0.578,1.8,2.5,0.727,1.6,3.7,5.3,0.7,1.4,1.2,1.8,4.4,13.8,112.0,110.0,
2008-09,30,HOU,NBA,SG,13.0,13.0,496.0,3.7,9.0,0.407,1.9,6.0,0.315,1.8,3.0,0.593,0.512,2.4,2.5,0.957,2.3,4.8,7.1,3.4,1.6,1.0,1.7,3.7,11.6,118.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,32,MEM,NBA,SF,13.0,0.0,339.0,4.6,10.4,0.439,1.3,4.6,0.276,3.3,5.8,0.568,0.5,0.9,1.4,0.667,2.7,5.5,8.2,2.4,1.1,0.9,0.9,4.2,11.3,113.0,109.0,
2011-12,33,MIA,NBA,SF,23.0,16.0,768.0,3.8,9.9,0.379,3.0,7.8,0.382,0.8,2.1,0.367,0.529,0.9,1.1,0.813,1.1,4.2,5.3,1.9,1.6,1.0,1.1,4.9,11.4,112.0,104.0,
2012-13,34,MIA,NBA,SF,22.0,0.0,392.0,3.8,13.0,0.29,3.6,12.3,0.295,0.1,0.7,0.2,0.43,3.2,3.9,0.821,1.3,4.1,5.3,1.7,0.7,0.8,0.7,6.9,14.4,108.0,108.0,
2013-14,35,MIA,NBA,SF,16.0,6.0,202.0,3.3,7.2,0.462,2.5,5.5,0.45,0.8,1.7,0.5,0.635,1.1,1.4,0.8,0.3,2.5,2.8,1.4,1.4,0.3,1.4,6.3,10.2,114.0,115.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,112.0,56.0,3032.0,4.1,10.3,0.398,2.5,7.1,0.356,1.6,3.2,0.489,0.52,1.6,2.1,0.778,1.7,4.4,6.2,2.1,1.4,1.0,1.4,5.2,12.3,111.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),MEM (4 Yrs),,25.0,8.0,656.0,4.8,10.9,0.439,1.2,4.1,0.28,3.6,6.8,0.537,0.492,1.2,2.2,0.538,3.3,6.1,9.4,2.0,1.1,1.1,1.8,6.1,11.9,104.0,113.0,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,61.0,22.0,1362.0,3.7,10.4,0.355,3.1,8.8,0.353,0.6,1.6,0.366,0.504,1.6,2.0,0.816,1.0,3.9,4.9,1.8,1.3,0.8,1.0,5.7,12.1,111.0,106.0,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,26.0,26.0,1014.0,4.1,9.7,0.429,2.6,6.7,0.393,1.5,3.0,0.509,0.565,2.0,2.3,0.881,1.7,4.0,5.7,2.7,1.7,1.1,1.7,3.9,12.9,117.0,107.0,
