Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2010-11,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,24,2TM,NBA,PF,13,0,58,2.7,6.4,.429,0.0,0.0,2.7,6.4,.429,.429,1.8,3.6,.500,1.8,6.4,8.2,2.7,0.9,1.8,5.5,9.1,7.3,68,105,
2012-13,24,BOS,NBA,PF,5,0,18,5.8,11.6,.500,0.0,0.0,5.8,11.6,.500,.500,5.8,11.6,.500,2.9,5.8,8.7,2.9,2.9,0.0,2.9,2.9,17.4,100,103,
2012-13,24,MIA,NBA,PF,8,0,40,1.3,4.0,.333,0.0,0.0,1.3,4.0,.333,.333,0.0,0.0,,1.3,6.6,7.9,2.6,0.0,2.6,6.6,11.9,2.6,44,106,
2013-14,25,2TM,NBA,PF,24,0,339,5.1,8.6,.600,0.0,0.0,5.1,8.6,.600,.600,3.9,7.4,.519,2.7,6.3,9.0,1.9,1.4,4.1,1.4,8.9,14.1,118,107,
2013-14,25,CHI,NBA,PF,1,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,,109,
2013-14,25,PHI,NBA,PF,23,0,337,5.2,8.6,.600,0.0,0.0,5.2,8.6,.600,.600,3.9,7.5,.519,2.7,6.3,9.0,1.9,1.4,4.2,1.4,8.8,14.2,118,107,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,37,0,397,4.8,8.3,.582,0.0,0.0,4.8,8.3,.582,.582,3.6,6.9,.518,2.6,6.3,8.9,2.0,1.4,3.8,2.0,8.9,13.2,110,107,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,23,0,337,5.2,8.6,.600,0.0,0.0,5.2,8.6,.600,.600,3.9,7.5,.519,2.7,6.3,9.0,1.9,1.4,4.2,1.4,8.8,14.2,118,107,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,8,0,40,1.3,4.0,.333,0.0,0.0,1.3,4.0,.333,.333,0.0,0.0,,1.3,6.6,7.9,2.6,0.0,2.6,6.6,11.9,2.6,44,106,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,5,0,18,5.8,11.6,.500,0.0,0.0,5.8,11.6,.500,.500,5.8,11.6,.500,2.9,5.8,8.7,2.9,2.9,0.0,2.9,2.9,17.4,100,103,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,1,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,,109,
