"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2020-21,22,PHO,NBA,C,22,22,801,0.658,4.6,1.0,0.551,0.312,0.098,0.038,0.0,0.658,0.775,0.534,0.609,0.111,,0.838,,0.184,41,,0,0,
2021-22,23,PHO,NBA,C,13,13,397,0.64,7.7,0.976,0.323,0.323,0.25,0.079,0.024,0.644,0.792,0.585,0.537,0.615,0.5,0.777,1.0,0.104,17,0.0,0,0,
2022-23,24,PHO,NBA,C,10,10,319,0.55,7.6,1.0,0.243,0.432,0.261,0.063,0.0,0.55,0.741,0.521,0.448,0.429,,0.82,,0.162,15,,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,45,45,1517,0.629,6.6,0.992,0.411,0.342,0.183,0.057,0.008,0.63,0.775,0.546,0.527,0.414,0.5,0.814,1.0,0.153,73,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,82,2764,0.629,6.6,0.992,0.411,0.342,0.183,0.057,0.008,0.63,0.775,0.546,0.527,0.414,0.5,0.814,1.0,0.153,133,0.0,0,0,
