Highlight,Unnamed: 1,In Stathead
"Career high, Points",23.0,View full stats from top 20 games
"Career high, Rebounds",16.0,View full stats from top 20 games
"Career high, Assists",7.0,View full stats from top 20 games
"Career high, Steals",3.0,View full stats from top 20 games
"Career high, Blocks",5.0,View full stats from top 20 games
"Career high, Game Score",25.8,View full stats from top 20 games
