Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2002-03,21,CLE,NBA,PF,81.0,54.0,2049.0,17.9,0.577,0.002,0.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,4.2,1.8,5.9,0.139,0.6,-0.6,0.0,1.0,ROY-7
2003-04,22,CLE,NBA,PF,75.0,75.0,2592.0,20.8,0.567,0.007,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20.0,6.1,3.4,9.4,0.174,2.4,-0.2,2.1,2.7,
2004-05,23,UTA,NBA,PF,51.0,51.0,1772.0,19.2,0.56,0.001,0.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,2.7,1.4,4.1,0.111,2.1,-0.7,1.4,1.5,
2005-06,24,UTA,NBA,PF,33.0,19.0,1025.0,21.4,0.585,0.0,0.343,8.6,25.3,16.9,18.0,1.6,0.6,13.1,23.9,2.2,1.3,3.5,0.162,2.4,-0.3,2.1,1.1,
2006-07,25,UTA,NBA,PF,74.0,74.0,2557.0,24.1,0.588,0.0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,9.9,0.185,4.4,0.2,4.6,4.3,"MVP-9,AS"
2007-08,26,UTA,NBA,PF,81.0,81.0,2827.0,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,5.9,4.3,10.2,0.173,2.5,0.3,2.8,3.5,"MVP-14,AS,NBA3"
2008-09,27,UTA,NBA,PF,37.0,37.0,1197.0,17.2,0.523,0.0,0.271,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,0.9,1.7,2.6,0.105,0.0,-0.5,-0.6,0.4,
2009-10,28,UTA,NBA,PF,78.0,78.0,2673.0,21.3,0.599,0.0,0.35,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,5.3,4.6,9.9,0.178,2.4,1.1,3.4,3.7,
2010-11,29,CHI,NBA,C,59.0,59.0,1882.0,18.8,0.542,0.0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,0.149,0.2,0.8,1.0,1.4,
2011-12,30,CHI,NBA,PF,66.0,66.0,1948.0,19.7,0.549,0.001,0.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,1.1,1.6,2.7,2.3,
2012-13,31,CHI,NBA,PF,79.0,79.0,2546.0,17.1,0.51,0.002,0.232,7.8,27.2,17.4,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.108,-0.3,0.2,-0.1,1.2,
2013-14,32,CHI,NBA,PF,76.0,76.0,2141.0,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-2.3,0.2,-2.1,-0.1,
2014-15,33,LAL,NBA,PF,71.0,26.0,1692.0,16.4,0.517,0.0,0.202,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1.0,2.2,0.062,-0.5,-1.2,-1.7,0.1,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,861.0,775.0,26901.0,19.5,0.554,0.001,0.281,8.8,26.6,17.7,13.2,1.5,1.0,12.6,24.3,40.6,39.7,80.3,0.143,1.3,0.1,1.4,23.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,74.0,2562.0,19.5,0.554,0.001,0.281,8.8,26.6,17.7,13.2,1.5,1.0,12.6,24.3,3.9,3.8,7.6,0.143,1.3,0.1,1.4,2.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (6 Yrs),UTA (6 Yrs),UTA (6 Yrs),UTA (6 Yrs),,354.0,340.0,12051.0,21.3,0.578,0.0,0.329,9.5,27.7,18.6,15.3,1.6,0.9,13.3,25.5,23.5,16.7,40.2,0.16,2.6,0.2,2.7,14.4,
CHI (4 Yrs),CHI (4 Yrs),CHI (4 Yrs),CHI (4 Yrs),,280.0,280.0,8517.0,17.4,0.521,0.001,0.22,7.6,26.2,17.0,12.6,1.4,0.8,12.5,25.7,5.7,16.9,22.6,0.127,-0.4,0.6,0.3,4.8,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,156.0,129.0,4641.0,19.5,0.571,0.005,0.314,10.3,25.0,17.6,9.9,1.5,1.6,12.1,18.7,10.2,5.2,15.4,0.159,1.6,-0.4,1.2,3.7,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,71.0,26.0,1692.0,16.4,0.517,0.0,0.202,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1.0,2.2,0.062,-0.5,-1.2,-1.7,0.1,
