Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,22,IND,NBA,SG,57,1,814,5.2,13.3,0.393,2.8,9.0,0.314,2.4,4.2,0.562,0.5,1.3,1.5,0.885,0.9,4.3,5.2,3.1,1.9,0.1,0.9,5.1,14.6,112,120,
2024-25,23,IND,NBA,SG,63,9,1228,4.7,11.2,0.418,2.7,7.8,0.342,2.0,3.4,0.591,0.537,0.9,1.1,0.889,1.7,5.2,6.9,3.3,1.5,0.5,0.9,4.9,13.0,119,116,
2025-26,24,IND,NBA,SG,21,10,531,4.2,12.7,0.331,1.9,7.6,0.247,2.3,5.1,0.456,0.405,1.3,1.5,0.824,1.6,6.0,7.6,3.7,1.1,0.3,1.3,3.8,11.5,99,119,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,141,20,2573,4.8,12.2,0.391,2.6,8.2,0.314,2.2,4.0,0.546,0.495,1.1,1.3,0.871,1.4,5.1,6.5,3.3,1.5,0.4,0.9,4.7,13.2,112,118,
