"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2006-07,19.0,NEVADA,33,330,45,75,2,3,16,34,31,72,3,6,30,25,53,108,0.6,0.667,0.471,10.0,3.3,2.2,0.1
2007-08,20.0,NEVADA,33,902,189,357,14,42,74,141,83,242,20,26,92,80,82,466,0.529,0.333,0.525,27.3,14.1,7.3,0.6
Career,,,66,1232,234,432,16,45,90,175,114,314,23,32,122,105,135,574,0.542,0.356,0.514,18.7,8.7,4.8,0.3
