Season,Team,Lg,Salary
2010-11,Cleveland Cavaliers,NBA,"$473,604"
2011-12,Cleveland Cavaliers,NBA,"$762,195"
2012-13,Cleveland Cavaliers,NBA,"$1,054,389"
Career,(may be incomplete),,"$2,290,188"
