"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2003-04,23,HOU,NBA,WC1,LAL,L (1-4),5.0,7.8,2.8,1.2,0.4,0.2,0.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,6.0,0.5,0.5,5.0,5.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,9.0,14.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,25,NJN,NBA,EC1,IND,W (4-2),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,26,NJN,NBA,EC1,TOR,W (4-2),6.0,26.3,12.8,3.0,1.8,0.5,0.0,26.0,58.0,0.448,13.0,32.0,0.406,13.0,26.0,0.5,0.56,12.0,12.0,1.0,3.0,15.0,18.0,11.0,3.0,0.0,9.0,18.0,77.0,
2006-07,26,NJN,NBA,ECS,CLE,L (2-4),6.0,20.5,7.0,2.8,1.2,0.7,0.2,14.0,37.0,0.378,5.0,16.0,0.313,9.0,21.0,0.429,0.446,9.0,10.0,0.9,2.0,15.0,17.0,7.0,4.0,1.0,9.0,12.0,42.0,
3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),2-2,18.0,17.8,7.4,2.3,1.1,0.4,0.1,44.0,104.0,0.423,19.0,51.0,0.373,25.0,53.0,0.472,0.514,26.0,27.0,0.963,6.0,35.0,41.0,20.0,8.0,1.0,20.0,39.0,133.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,5.0,7.8,2.8,1.2,0.4,0.2,0.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,6.0,0.5,0.5,5.0,5.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,9.0,14.0,
EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),2-0,7.0,22.7,11.0,2.6,1.6,0.4,0.0,26.0,58.0,0.448,13.0,32.0,0.406,13.0,26.0,0.5,0.56,12.0,12.0,1.0,3.0,15.0,18.0,11.0,3.0,0.0,9.0,18.0,77.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,6.0,20.5,7.0,2.8,1.2,0.7,0.2,14.0,37.0,0.378,5.0,16.0,0.313,9.0,21.0,0.429,0.446,9.0,10.0,0.9,2.0,15.0,17.0,7.0,4.0,1.0,9.0,12.0,42.0,
