"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2001-02,23,UTA,NBA,WC1,SAC,L (1-3),4.0,11.8,5.5,1.8,0.0,0.0,0.0,10.0,18.0,0.556,0.0,0.0,10.0,18.0,0.556,0.556,2.0,2.0,1.0,4.0,3.0,7.0,0.0,0.0,0.0,4.0,11.0,22.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,28,UTA,NBA,WC1,HOU,W (4-3),7.0,10.9,1.0,1.9,0.6,0.6,0.0,1.0,6.0,0.167,0.0,0.0,1.0,6.0,0.167,0.167,5.0,8.0,0.625,7.0,6.0,13.0,4.0,4.0,0.0,0.0,13.0,7.0,
2006-07,28,UTA,NBA,WCS,GSW,W (4-1),2.0,4.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,
2006-07,28,UTA,NBA,WCF,SAS,L (1-4),4.0,6.3,2.0,1.3,0.0,0.0,0.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,4.0,9.0,0.444,1.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,
2007-08,29,UTA,NBA,WC1,HOU,W (4-2),2.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
2007-08,29,UTA,NBA,WCS,LAL,L (2-4),3.0,4.7,0.0,2.0,0.3,0.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,3.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,
2008-09,30,UTA,NBA,WC1,LAL,L (1-4),3.0,11.7,2.7,3.3,0.3,0.3,0.0,1.0,5.0,0.2,0.0,0.0,1.0,5.0,0.2,0.2,6.0,8.0,0.75,4.0,6.0,10.0,1.0,1.0,0.0,0.0,9.0,8.0,
2009-10,31,PHO,NBA,WC1,POR,W (4-2),6.0,13.7,1.7,1.8,0.0,0.2,0.2,4.0,8.0,0.5,0.0,0.0,4.0,8.0,0.5,0.5,2.0,2.0,1.0,5.0,6.0,11.0,0.0,1.0,1.0,2.0,16.0,10.0,
2009-10,31,PHO,NBA,WCS,SAS,W (4-0),4.0,8.0,0.5,1.5,0.0,0.0,0.0,1.0,7.0,0.143,0.0,0.0,1.0,7.0,0.143,0.143,0.0,0.0,,4.0,2.0,6.0,0.0,0.0,0.0,1.0,6.0,2.0,
2009-10,31,PHO,NBA,WCF,LAL,L (2-4),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5 Yrs (10 Series),5 Yrs (10 Series),5 Yrs (10 Series),5 Yrs (10 Series),5 Yrs (10 Series),5 Yrs (10 Series),5-5,36.0,9.1,1.6,1.7,0.2,0.2,0.1,19.0,50.0,0.38,0.0,0.0,19.0,50.0,0.38,0.38,19.0,29.0,0.655,28.0,32.0,60.0,7.0,7.0,2.0,8.0,65.0,57.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (5 Series),WC1 (5 Series),WC1 (5 Series),WC1 (5 Series),WC1 (5 Series),WC1 (5 Series),3-2,22.0,11.2,2.1,1.9,0.2,0.3,0.1,16.0,38.0,0.421,0.0,0.0,16.0,38.0,0.421,0.421,15.0,20.0,0.75,20.0,21.0,41.0,5.0,6.0,2.0,6.0,49.0,47.0,
WCS (3 Series),WCS (3 Series),WCS (3 Series),WCS (3 Series),WCS (3 Series),WCS (3 Series),2-1,9.0,6.1,0.2,1.6,0.2,0.1,0.0,1.0,9.0,0.111,0.0,0.0,1.0,9.0,0.111,0.111,0.0,0.0,,7.0,7.0,14.0,2.0,1.0,0.0,2.0,11.0,2.0,
WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),WCF (2 Series),0-2,5.0,5.2,1.6,1.0,0.0,0.0,0.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,4.0,9.0,0.444,1.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,8.0,
