Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2001-02,23,UTA,NBA,C,4.0,4.0,11.8,2.5,4.5,0.556,0.0,0.0,2.5,4.5,0.556,0.556,0.5,0.5,1.0,1.0,0.8,1.8,0.0,0.0,0.0,1.0,2.8,5.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,28,UTA,NBA,C,13.0,0.0,8.5,0.2,0.7,0.333,0.0,0.0,0.2,0.7,0.333,0.333,0.7,1.3,0.529,0.6,0.9,1.5,0.4,0.3,0.0,0.1,1.6,1.2,
2007-08,29,UTA,NBA,C,5.0,0.0,4.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,0.6,0.6,1.2,0.2,0.2,0.2,0.0,0.4,0.0,
2008-09,30,UTA,NBA,C,3.0,3.0,11.7,0.3,1.7,0.2,0.0,0.0,0.3,1.7,0.2,0.2,2.0,2.7,0.75,1.3,2.0,3.3,0.3,0.3,0.0,0.0,3.0,2.7,
2009-10,31,PHO,NBA,C,11.0,10.0,10.5,0.5,1.4,0.333,0.0,0.0,0.5,1.4,0.333,0.333,0.2,0.2,1.0,0.8,0.7,1.5,0.0,0.1,0.1,0.3,2.0,1.1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,36.0,17.0,9.1,0.5,1.4,0.38,0.0,0.0,0.5,1.4,0.38,0.38,0.5,0.8,0.655,0.8,0.9,1.7,0.2,0.2,0.1,0.2,1.8,1.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,25.0,7.0,8.5,0.6,1.4,0.4,0.0,0.0,0.6,1.4,0.4,0.4,0.7,1.1,0.63,0.8,1.0,1.7,0.3,0.2,0.0,0.2,1.7,1.8,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,11.0,10.0,10.5,0.5,1.4,0.333,0.0,0.0,0.5,1.4,0.333,0.333,0.2,0.2,1.0,0.8,0.7,1.5,0.0,0.1,0.1,0.3,2.0,1.1,
