0
2017-18 NBA 18.3 (16th)
2018-19 NBA 19.0 (17th)
2019-20 NBA 23.2 (1st)
2020-21 NBA 19.7 (14th)
2021-22 NBA 20.3 (7th)
2022-23 NBA 22.7 (1st)
2023-24 NBA 19.2 (16th)
2024-25 NBA 20.7 (4th)
2025-26 NBA 21.6 (10th)
Career NBA 17.5 (91st)
Career Playoffs 19.0 (29th)
Career NBA Playoffs 19.0 (28th)
