Season,Team,Lg,Salary
2017-18,Indiana Pacers,NBA,"$2,028,360"
2018-19,Indiana Pacers,NBA,"$2,407,560"
2019-20,Indiana Pacers,NBA,"$2,813,280"
2020-21,Oklahoma City Thunder,NBA,"$4,326,825"
2020-21,Portland Trail Blazers,NBA,< $Minimum
Career,(may be incomplete),,"$11,576,025"
