Season,Team,Lg,Salary
2016-17,San Antonio Spurs,NBA,"$1,180,080"
2017-18,San Antonio Spurs,NBA,"$1,312,611"
2018-19,San Antonio Spurs,NBA,"$1,544,951"
2019-20,San Antonio Spurs,NBA,"$2,321,735"
2020-21,San Antonio Spurs,NBA,"$14,286,000"
2021-22,San Antonio Spurs,NBA,"$15,428,880"
2022-23,Atlanta Hawks,NBA,"$16,571,120"
2023-24,Atlanta Hawks,NBA,"$18,214,000"
2024-25,New Orleans Pelicans,NBA,"$29,517,135"
Career,(may be incomplete),,"$100,376,512"
