"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
1997-98,18.0,UNC,38,308,35,66,0,0,40,63,,91,6,12,33,23,44,110,0.53,,0.635,8.1,2.9,2.4,0.2
1998-99,19.0,UNC,34,1035,160,247,0,0,88,131,,235,33,10,60,66,96,408,0.648,,0.672,30.4,12.0,6.9,1.0
1999-00,20.0,UNC,36,1071,191,274,0,0,106,179,96.0,271,37,7,91,68,108,488,0.697,,0.592,29.8,13.6,7.5,1.0
2000-01,21.0,UNC,33,901,155,262,0,0,95,184,105.0,242,42,18,120,66,97,405,0.592,,0.516,27.3,12.3,7.3,1.3
Career,,,141,3315,541,849,0,0,329,557,201.0,839,118,47,304,223,345,1411,0.637,,0.591,23.5,10.0,6.0,0.8
