Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,25,WAS,NBA,C,10.0,10.0,296.0,39.0,72.0,0.542,0.0,0.0,39.0,72.0,0.542,0.542,28.0,44.0,0.636,35.0,41.0,76.0,10.0,14.0,20.0,10.0,40.0,106.0,0.0,
2005-06,26,WAS,NBA,C,6.0,6.0,155.0,15.0,22.0,0.682,0.0,0.0,15.0,22.0,0.682,0.682,13.0,25.0,0.52,7.0,12.0,19.0,5.0,2.0,11.0,7.0,22.0,43.0,0.0,
2006-07,27,WAS,NBA,C,3.0,0.0,34.0,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,3.0,4.0,0.75,3.0,2.0,5.0,1.0,1.0,0.0,1.0,7.0,13.0,0.0,
2007-08,28,WAS,NBA,C,6.0,6.0,178.0,26.0,44.0,0.591,0.0,0.0,26.0,44.0,0.591,0.591,20.0,25.0,0.8,13.0,27.0,40.0,5.0,4.0,9.0,6.0,25.0,72.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,30,DAL,NBA,C,6.0,2.0,139.0,12.0,21.0,0.571,0.0,0.0,12.0,21.0,0.571,0.571,12.0,20.0,0.6,18.0,19.0,37.0,3.0,7.0,10.0,3.0,14.0,36.0,0.0,
2010-11,31,DAL,NBA,C,18.0,0.0,275.0,18.0,31.0,0.581,0.0,0.0,18.0,31.0,0.581,0.581,20.0,43.0,0.465,34.0,39.0,73.0,4.0,2.0,18.0,13.0,48.0,56.0,0.0,
2011-12,32,DAL,NBA,C,4.0,4.0,61.0,4.0,14.0,0.286,0.0,0.0,4.0,14.0,0.286,0.286,5.0,8.0,0.625,7.0,6.0,13.0,1.0,1.0,2.0,2.0,8.0,13.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,35,CLE,NBA,C,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,54.0,28.0,1140.0,119.0,212.0,0.561,0.0,0.0,119.0,212.0,0.561,0.561,101.0,169.0,0.598,117.0,146.0,263.0,29.0,31.0,70.0,42.0,164.0,339.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,43.0,1731.0,181.0,322.0,0.561,0.0,0.0,181.0,322.0,0.561,0.561,153.0,257.0,0.598,178.0,222.0,399.0,44.0,47.0,106.0,64.0,249.0,515.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),,25.0,22.0,663.0,85.0,145.0,0.586,0.0,0.0,85.0,145.0,0.586,0.586,64.0,98.0,0.653,58.0,82.0,140.0,21.0,21.0,40.0,24.0,94.0,234.0,0.0,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,28.0,6.0,475.0,34.0,66.0,0.515,0.0,0.0,34.0,66.0,0.515,0.515,37.0,71.0,0.521,59.0,64.0,123.0,8.0,10.0,30.0,18.0,70.0,105.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
