"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2007-08,21.0,ATL,NBA,43:56,7.0,14.0,0.0,0.0,7.0,14.0,6.0,7.0,7.0,12.0,14.0,6.0,1.0,3.0,4.0,6.0,20.0,22.1
2008-09,22.0,ATL,NBA,38:58,5.0,10.0,0.0,1.0,5.0,10.0,4.0,4.0,4.0,8.0,11.0,5.0,1.0,2.0,2.0,5.0,14.0,13.5
2009-10,23.0,ATL,NBA,40:23,11.0,21.0,1.0,1.0,10.0,20.0,6.0,6.0,6.0,14.0,15.0,4.0,3.0,5.0,3.0,6.0,25.0,22.8
2010-11,24.0,ATL,NBA,44:56,9.0,15.0,0.0,1.0,9.0,15.0,4.0,4.0,4.0,12.0,14.0,6.0,1.0,2.0,4.0,5.0,20.0,18.7
2011-12,25.0,ATL,NBA,46:26,8.0,15.0,0.0,0.0,8.0,15.0,3.0,4.0,4.0,9.0,11.0,4.0,3.0,3.0,7.0,5.0,19.0,17.4
2012-13,26.0,ATL,NBA,41:56,12.0,20.0,0.0,0.0,12.0,20.0,6.0,8.0,6.0,10.0,16.0,5.0,2.0,2.0,2.0,4.0,26.0,24.1
2014-15,28.0,ATL,NBA,39:30,10.0,19.0,1.0,3.0,10.0,18.0,2.0,3.0,8.0,10.0,17.0,7.0,3.0,5.0,3.0,5.0,23.0,24.6
2015-16,29.0,ATL,NBA,39:10,11.0,17.0,3.0,5.0,9.0,15.0,7.0,8.0,5.0,10.0,13.0,6.0,2.0,5.0,3.0,5.0,24.0,20.2
2016-17,30.0,BOS,NBA,42:32,10.0,18.0,4.0,6.0,9.0,12.0,5.0,5.0,5.0,11.0,12.0,10.0,4.0,3.0,3.0,4.0,21.0,24.5
2017-18,31.0,BOS,NBA,44:19,13.0,17.0,2.0,5.0,13.0,16.0,13.0,14.0,4.0,13.0,14.0,6.0,5.0,3.0,6.0,4.0,26.0,29.5
2018-19,32.0,BOS,NBA,38:14,8.0,19.0,3.0,8.0,5.0,13.0,6.0,6.0,6.0,11.0,12.0,6.0,1.0,3.0,5.0,4.0,20.0,19.7
2019-20,33.0,PHI,NBA,37:53,6.0,10.0,0.0,2.0,6.0,9.0,4.0,6.0,4.0,7.0,10.0,6.0,1.0,2.0,3.0,5.0,12.0,12.8
2021-22,35.0,BOS,NBA,44:02,11.0,17.0,6.0,9.0,6.0,11.0,5.0,7.0,6.0,13.0,16.0,6.0,4.0,4.0,3.0,6.0,30.0,26.8
2022-23,36.0,BOS,NBA,39:06,6.0,10.0,5.0,8.0,4.0,4.0,2.0,2.0,5.0,10.0,12.0,5.0,3.0,5.0,2.0,5.0,17.0,18.1
2023-24,37.0,BOS,NBA,39:35,8.0,15.0,7.0,13.0,3.0,5.0,2.0,3.0,7.0,8.0,15.0,5.0,2.0,3.0,4.0,4.0,23.0,24.2
2024-25,38.0,BOS,NBA,37:30,6.0,11.0,3.0,5.0,3.0,6.0,2.0,2.0,4.0,6.0,10.0,4.0,3.0,5.0,1.0,5.0,15.0,17.1
Career,,,,46:26,13.0,21.0,7.0,13.0,13.0,20.0,13.0,14.0,8.0,14.0,17.0,10.0,5.0,5.0,7.0,6.0,30.0,29.5
,,,,,,,,,,,,,,,,,,,,,,
8 Seasons,,ATL,NBA,46:26,12.0,21.0,3.0,5.0,12.0,20.0,7.0,8.0,8.0,14.0,17.0,7.0,3.0,5.0,7.0,6.0,26.0,24.6
7 Seasons,,BOS,NBA,44:19,13.0,19.0,7.0,13.0,13.0,16.0,13.0,14.0,7.0,13.0,16.0,10.0,5.0,5.0,6.0,6.0,30.0,29.5
1 Season,,PHI,NBA,37:53,6.0,10.0,0.0,2.0,6.0,9.0,4.0,6.0,4.0,7.0,10.0,6.0,1.0,2.0,3.0,5.0,12.0,12.8
