Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2022-23,20,MIN,NBA,SF,15.0,0.0,96.0,6.8,13.5,0.5,0.7,2.3,0.333,6.0,11.3,0.533,0.528,3.0,3.0,1.0,1.9,7.5,9.4,1.9,1.5,2.3,1.1,3.7,17.2,
2023-24,21,MIN,NBA,SF,32.0,0.0,91.0,6.7,14.2,0.472,1.6,4.0,0.4,5.1,10.3,0.5,0.528,4.7,5.5,0.857,1.6,5.1,6.7,3.2,2.0,2.0,0.8,4.0,19.8,
2024-25,22,MIN,NBA,SF,46.0,0.0,276.0,5.7,11.7,0.489,1.8,5.6,0.326,3.9,6.1,0.638,0.567,2.2,2.5,0.895,1.6,4.6,6.1,2.3,2.0,1.6,1.4,4.4,15.5,
2025-26,23,BOS,NBA,PF,19.0,9.0,357.0,5.0,10.3,0.49,2.1,5.1,0.412,2.9,5.1,0.569,0.593,1.6,2.0,0.8,3.3,6.2,9.5,2.4,1.6,0.8,1.2,3.4,13.8,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,112.0,9.0,820.0,5.7,11.6,0.489,1.8,4.8,0.373,3.9,6.8,0.571,0.566,2.3,2.7,0.869,2.4,5.7,8.0,2.4,1.8,1.4,1.2,3.9,15.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),,93.0,0.0,463.0,6.1,12.6,0.488,1.6,4.6,0.339,4.6,8.0,0.573,0.549,2.9,3.2,0.902,1.6,5.3,6.9,2.4,1.9,1.8,1.2,4.2,16.7,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,19.0,9.0,357.0,5.0,10.3,0.49,2.1,5.1,0.412,2.9,5.1,0.569,0.593,1.6,2.0,0.8,3.3,6.2,9.5,2.4,1.6,0.8,1.2,3.4,13.8,
