"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2021-22,22,CHI,NBA,SG,77,40,2110,0.52,12.3,0.652,0.368,0.114,0.097,0.073,0.348,0.596,0.701,0.377,0.481,0.564,0.376,0.572,0.986,0.045,20,0.489,0.407,1,1,
2022-23,23,CHI,NBA,SG,80,51,2098,0.493,11.2,0.668,0.411,0.147,0.07,0.04,0.332,0.583,0.679,0.429,0.5,0.304,0.312,0.55,1.0,0.018,9,0.466,0.33,0,0,
2023-24,24,CHI,NBA,SG,76,37,2212,0.501,13.0,0.59,0.334,0.164,0.05,0.042,0.41,0.568,0.654,0.466,0.361,0.533,0.403,0.548,0.891,0.019,13,0.485,0.385,1,0,
2024-25,25,CHI,NBA,SG,46,26,1394,0.492,12.4,0.579,0.372,0.176,0.027,0.004,0.421,0.612,0.707,0.456,0.333,0.5,0.328,0.553,0.935,0.027,11,0.407,0.351,0,0,
2025-26,26,CHI,NBA,SG,18,5,493,0.539,11.5,0.618,0.398,0.188,0.016,0.016,0.382,0.568,0.605,0.5,0.667,0.333,0.493,0.463,1.0,0.031,4,0.438,0.469,0,0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,297,159,8307,0.504,12.1,0.622,0.371,0.153,0.058,0.039,0.378,0.586,0.676,0.444,0.448,0.485,0.371,0.548,0.948,0.027,57,0.462,0.378,2,1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,44,2294,0.504,12.1,0.622,0.371,0.153,0.058,0.039,0.378,0.586,0.676,0.444,0.448,0.485,0.371,0.548,0.948,0.027,16,0.462,0.378,1,0,
