"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('Unnamed: 19_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 24_level_0', 'Awards')"
2011-12,23,OKC,NBA,C,5.0,0.0,25.0,0.444,2.9,1.0,0.667,0.333,0.0,0.0,0.0,0.444,0.5,0.333,0.25,0.222,2.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,27,LAC,NBA,C,6.0,0.0,77.0,0.667,4.4,1.0,0.333,0.667,0.0,0.0,0.0,0.667,0.8,0.6,0.7,0.0,0.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,102.0,0.583,3.6,1.0,0.458,0.542,0.0,0.0,0.0,0.583,0.636,0.538,0.571,0.083,2.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,760.0,0.583,3.6,1.0,0.458,0.542,0.0,0.0,0.0,0.583,0.636,0.538,0.571,0.083,15.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,6.0,0.0,77.0,0.667,4.4,1.0,0.333,0.667,0.0,0.0,0.0,0.667,0.8,0.6,0.7,0.0,0.0,0.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,5.0,0.0,25.0,0.444,2.9,1.0,0.667,0.333,0.0,0.0,0.0,0.444,0.5,0.333,0.25,0.222,2.0,0.0,0.0,
