"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2017-18,20.0,POR,NBA,20:29,3.0,7.0,1.0,1.0,3.0,6.0,4.0,5.0,5.0,4.0,8.0,3.0,2.0,2.0,3.0,6.0,10.0,6.3
2018-19,21.0,TOT,NBA,20:24,4.0,6.0,1.0,2.0,4.0,6.0,3.0,3.0,4.0,9.0,11.0,3.0,2.0,1.0,3.0,5.0,11.0,9.7
2018-19,21.0,POR,NBA,20:24,4.0,6.0,1.0,2.0,4.0,6.0,3.0,3.0,4.0,9.0,11.0,1.0,1.0,0.0,3.0,5.0,11.0,9.7
2018-19,21.0,SAC,NBA,17:35,2.0,5.0,0.0,1.0,2.0,4.0,0.0,2.0,3.0,4.0,7.0,3.0,2.0,1.0,1.0,3.0,4.0,8.6
2019-20,22.0,TOT,NBA,28:15,3.0,6.0,0.0,1.0,3.0,6.0,4.0,5.0,4.0,9.0,11.0,4.0,1.0,1.0,3.0,6.0,8.0,7.4
2019-20,22.0,SAC,NBA,6:59,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0
2019-20,22.0,POR,NBA,28:15,3.0,6.0,0.0,1.0,3.0,6.0,4.0,5.0,4.0,9.0,11.0,4.0,1.0,1.0,3.0,6.0,8.0,7.4
Career,,,,28:15,4.0,7.0,1.0,2.0,4.0,6.0,4.0,5.0,5.0,9.0,11.0,4.0,2.0,2.0,3.0,6.0,11.0,9.7
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,POR,NBA,28:15,4.0,7.0,1.0,2.0,4.0,6.0,4.0,5.0,5.0,9.0,11.0,4.0,2.0,2.0,3.0,6.0,11.0,9.7
2 Seasons,,SAC,NBA,17:35,2.0,5.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,7.0,3.0,2.0,1.0,2.0,3.0,4.0,8.6
