"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2014-15,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2015-16,23,ATL,NBA,C,11,0,73,.579,.579,.579,.375,.555,.421,.000,128,118,115,50,103,152,0,2.9,0.6,
2016-17,24,2TM,NBA,C,2,0,28,.800,.800,.800,.000,.633,.600,.000,175,159,156,0,115,222,0,2.9,1.0,
2016-17,24,ATL,NBA,C,1,0,4,1.000,1.000,1.000,.000,.532,2.000,.000,219,199,195,0,96,739,0,1.0,-0.1,
2016-17,24,CLE,NBA,C,1,0,24,.750,.750,.750,.000,.676,.250,.000,164,149,146,0,122,92,0,1.9,1.1,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13,0,101,.625,.625,.625,.273,.572,.458,.000,137,126,124,36,105,167,0,5.8,1.6,
,,,,,,,,,,,,,,,,,,,,,,,,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,12,0,77,.600,.600,.600,.300,.553,.500,.000,132,122,119,40,102,182,0,3.9,0.5,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,1,0,24,.750,.750,.750,.000,.676,.250,.000,164,149,146,0,122,92,0,1.9,1.1,
