Season,Team,Lg,Salary
2015-16,Atlanta Hawks,NBA,"$1,000,000"
2016-17,Atlanta Hawks,NBA,"$1,000,000"
2016-17,Cleveland Cavaliers,NBA,"$5,145"
Career,(may be incomplete),,"$2,005,145"
