Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,21,MIL,NBA,PF,1,0,12.0,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,12.0,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,
