"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2013-14,23,BRK,NBA,C,10.0,0.0,114.0,0.438,3.0,1.0,0.688,0.25,0.063,0.0,0.0,0.438,0.545,0.25,0.0,,,0.857,0.188,3.0,,0.0,0.0,
2014-15,24,BRK,NBA,C,6.0,0.0,49.0,0.667,1.4,1.0,0.833,0.167,0.0,0.0,0.0,0.667,0.6,1.0,,,,0.5,0.333,2.0,,0.0,0.0,
2015-16,25,POR,NBA,C,11.0,11.0,306.0,0.4,3.4,1.0,0.6,0.357,0.043,0.0,0.0,0.4,0.524,0.24,0.0,,,0.714,0.214,11.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,DEN,NBA,C,14.0,0.0,218.0,0.511,5.0,0.979,0.532,0.319,0.064,0.064,0.021,0.522,0.64,0.467,0.333,0.0,0.0,0.458,0.234,11.0,0.0,0.0,0.0,
2019-20,29,DEN,NBA,C,19.0,0.0,206.0,0.487,2.3,0.974,0.846,0.128,0.0,0.0,0.026,0.5,0.576,0.0,,,0.0,0.684,0.41,14.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,32,LAC,NBA,C,5.0,0.0,91.0,0.875,2.9,1.0,0.438,0.563,0.0,0.0,0.0,0.875,0.857,0.889,,,,0.5,0.438,6.0,,0.0,0.0,
2023-24,33,LAC,NBA,C,6.0,0.0,66.0,0.389,2.4,1.0,0.556,0.444,0.0,0.0,0.0,0.389,0.6,0.125,,,,0.429,0.278,3.0,,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,71.0,11.0,1050.0,0.486,2.9,0.991,0.627,0.316,0.033,0.014,0.009,0.49,0.586,0.358,0.143,0.0,0.0,0.602,0.278,50.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,13.0,1213.0,0.486,2.9,0.991,0.627,0.316,0.033,0.014,0.009,0.49,0.586,0.358,0.143,0.0,0.0,0.602,0.278,58.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,33.0,0.0,424.0,0.5,3.6,0.977,0.674,0.233,0.035,0.035,0.023,0.512,0.603,0.35,0.333,0.0,0.0,0.558,0.314,25.0,0.0,0.0,0.0,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,16.0,0.0,163.0,0.5,2.2,1.0,0.727,0.227,0.045,0.0,0.0,0.5,0.563,0.4,0.0,,,0.727,0.227,5.0,,0.0,0.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,11.0,0.0,157.0,0.618,2.7,1.0,0.5,0.5,0.0,0.0,0.0,0.618,0.706,0.529,,,,0.476,0.353,9.0,,0.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,11.0,11.0,306.0,0.4,3.4,1.0,0.6,0.357,0.043,0.0,0.0,0.4,0.524,0.24,0.0,,,0.714,0.214,11.0,,0.0,0.0,
