Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,26,MIL,NBA,C,1,0,16,2.3,18.0,0.125,0.0,0.0,2.3,18.0,0.125,0.125,2.3,4.5,0.5,6.8,6.8,13.5,2.3,0.0,2.3,2.3,2.3,6.8,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,16,2.3,18.0,0.125,0.0,0.0,2.3,18.0,0.125,0.125,2.3,4.5,0.5,6.8,6.8,13.5,2.3,0.0,2.3,2.3,2.3,6.8,
