Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2010-11,23,UTA,NBA,SF,49,3,463,18.8,.678,.009,.322,9.3,16.1,12.6,8.5,1.9,3.0,12.6,14.9,1.2,0.4,1.6,.167,1.5,0.6,2.1,0.5,
2011-12,24,UTA,NBA,SF,29,0,217,19.6,.632,.024,.381,9.9,16.6,13.2,9.1,1.5,8.8,9.3,11.2,0.6,0.3,0.9,.193,1.5,3.5,5.0,0.4,
2012-13,25,UTA,NBA,PF,37,0,215,19.9,.641,.023,.750,14.0,17.6,15.8,8.0,2.0,4.8,12.0,14.1,0.7,0.3,0.9,.208,0.9,1.3,2.2,0.2,
2013-14,26,UTA,NBA,SF,66,4,1209,16.2,.549,.006,.226,11.1,18.7,14.8,6.1,1.8,3.0,9.9,15.3,1.9,1.0,2.8,.112,-0.7,-0.2,-0.9,0.3,
2014-15,27,UTA,NBA,SF,38,0,266,20.5,.636,.086,.500,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,0.9,0.4,1.3,.241,2.0,2.1,4.2,0.4,
2015-16,28,DAL,NBA,SF,30,2,251,12.6,.620,.333,.438,4.8,18.8,11.8,1.2,1.2,3.0,10.9,11.7,0.3,0.3,0.6,.119,-1.5,1.0,-0.4,0.1,
2016-17,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2017-18,30,ATL,NBA,SF,1,0,5,10.4,1.000,.000,.000,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.028,-5.7,-4.2,-9.9,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,250,9,2626,17.3,.600,.041,.330,10.4,18.0,14.1,6.6,1.8,3.7,10.4,14.2,5.5,2.7,8.2,.150,0.2,0.7,0.9,1.9,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,3,861,17.3,.600,.041,.330,10.4,18.0,14.1,6.6,1.8,3.7,10.4,14.2,1.8,0.9,2.7,.150,0.2,0.7,0.9,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),,219,7,2370,17.9,.597,.017,.321,10.9,18.0,14.4,7.2,1.9,3.8,10.2,14.5,5.2,2.4,7.6,.154,0.4,0.7,1.1,1.8,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,30,2,251,12.6,.620,.333,.438,4.8,18.8,11.8,1.2,1.2,3.0,10.9,11.7,0.3,0.3,0.6,.119,-1.5,1.0,-0.4,0.1,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,1,0,5,10.4,1.000,.000,.000,22.3,0.0,11.2,0.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,-0.028,-5.7,-4.2,-9.9,0.0,
