Season,Team,Lg,Salary
2012-13,Philadelphia 76ers,NBA,"$1,042,320"
2013-14,Philadelphia 76ers,NBA,"$1,089,240"
2014-15,New York Knicks,NBA,"$1,136,160"
Career,(may be incomplete),,"$3,267,720"
