Highlight,Unnamed: 1,In Stathead
"Career high, Points",35.0,View full stats from top 20 games
"Career high, Rebounds",11.0,View full stats from top 20 games
"Career high, Assists",19.0,View full stats from top 20 games
"Career high, Steals",7.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",36.8,View full stats from top 20 games
Triple-Doubles,2.0,View all
