Highlight,Unnamed: 1,In Stathead
"Career high, Points",25.0,View full stats from top 20 games
"Career high, Rebounds",14.0,View full stats from top 20 games
"Career high, Assists",4.0,View full stats from top 20 games
"Career high, Steals",2.0,View full stats from top 20 games
"Career high, Blocks",3.0,View full stats from top 20 games
"Career high, Game Score",21.1,View full stats from top 20 games
