"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Unnamed: 19_level_0', 'Shoot')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 23_level_0', 'Awards')"
2001-02,22,CLE,NBA,SG,12.0,0.0,77.0,11.0,88.0,1.0,0.0,0.0,4.9,8.8,7.0,3.0,4.0,0.0,2.0,26.0,0.0,2.0,
2002-03,23,DEN,NBA,SG,8.0,0.0,97.0,22.0,78.0,0.0,0.0,0.0,-2.6,7.0,3.0,4.0,2.0,0.0,4.0,13.0,1.0,1.0,
2003-04,24,DEN,NBA,SG,11.0,0.0,96.0,6.0,68.0,27.0,0.0,0.0,-12.3,-13.6,2.0,3.0,2.0,1.0,3.0,9.0,0.0,5.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,31.0,0.0,270.0,13.0,77.0,10.0,0.0,0.0,-3.9,0.2,12.0,10.0,8.0,1.0,9.0,48.0,1.0,8.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,714.0,13.0,77.0,10.0,0.0,0.0,-3.9,0.2,32.0,26.0,21.0,3.0,24.0,127.0,3.0,21.0,
,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,19.0,0.0,193.0,14.0,73.0,13.0,0.0,0.0,-7.4,-3.2,5.0,7.0,4.0,1.0,7.0,22.0,1.0,6.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,12.0,0.0,77.0,11.0,88.0,1.0,0.0,0.0,4.9,8.8,7.0,3.0,4.0,0.0,2.0,26.0,0.0,2.0,
