Season,Team,Lg,Salary
2001-02,Phoenix Suns,NBA,"$332,817"
2002-03,Phoenix Suns,NBA,"$512,435"
2003-04,Houston Rockets,NBA,"$586,082"
Career,(may be incomplete),,"$1,431,334"
