"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Jeremy Sochan,,2.7,1.4,0.2
Kevon Looney,95.8,2.8,1.4,0.1
Art Heyman,93.2,2.7,1.3,0.0
Tom Tolbert,93.0,2.5,1.3,0.1
Eric Williams,91.4,2.9,1.6,0.1
Sam Young,91.1,2.9,1.2,0.2
Joey Graham,90.0,3.0,1.3,0.3
Isaiah Roby,89.1,2.9,1.3,0.0
Steve Kuberski,88.4,2.6,1.7,0.2
Paul Reed,88.1,2.8,1.3,0.6
Chris Wilcox,88.1,2.6,1.3,0.6
