"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2017-18,21,UTA,NBA,SG,79.0,71.0,2638.0,0.437,14.4,0.596,0.26,0.147,0.096,0.094,0.404,0.502,0.638,0.38,0.374,0.445,0.34,0.248,0.658,0.036,42.0,0.109,0.5,2.0,0.0,ROY-2
2018-19,22,UTA,NBA,SG,77.0,77.0,2598.0,0.432,13.7,0.661,0.218,0.238,0.128,0.077,0.339,0.468,0.619,0.343,0.48,0.407,0.362,0.237,0.58,0.024,31.0,0.116,0.367,5.0,1.0,
2019-20,23,UTA,NBA,SG,69.0,69.0,2364.0,0.449,14.8,0.648,0.169,0.229,0.134,0.115,0.352,0.494,0.626,0.414,0.489,0.465,0.366,0.217,0.595,0.025,26.0,0.127,0.4,5.0,0.0,AS
2020-21,24,UTA,NBA,PG,53.0,53.0,1771.0,0.438,16.0,0.577,0.157,0.219,0.093,0.108,0.423,0.476,0.608,0.418,0.451,0.424,0.386,0.15,0.5,0.022,14.0,0.104,0.375,4.0,0.0,AS
2021-22,25,UTA,NBA,SG,67.0,67.0,2266.0,0.448,16.7,0.525,0.14,0.236,0.077,0.072,0.475,0.533,0.708,0.465,0.519,0.434,0.355,0.177,0.483,0.018,21.0,0.09,0.356,2.0,0.0,AS
2022-23,26,CLE,NBA,SG,68.0,68.0,2432.0,0.484,16.0,0.547,0.207,0.148,0.078,0.098,0.453,0.566,0.7,0.524,0.486,0.431,0.386,0.258,0.469,0.029,36.0,0.054,0.382,6.0,0.0,"MVP-6,CPOY-6,AS,NBA2"
2023-24,27,CLE,NBA,SG,55.0,55.0,1942.0,0.462,16.4,0.546,0.209,0.139,0.097,0.101,0.454,0.539,0.702,0.411,0.462,0.455,0.368,0.249,0.56,0.019,18.0,0.051,0.32,1.0,0.0,AS
2024-25,28,CLE,NBA,SG,71.0,71.0,2232.0,0.443,17.0,0.52,0.156,0.183,0.084,0.098,0.48,0.512,0.607,0.531,0.441,0.388,0.368,0.222,0.541,0.014,16.0,0.096,0.475,3.0,0.0,"MVP-5,CPOY-9,AS,NBA1"
2025-26,29,CLE,NBA,SG,14.0,14.0,477.0,0.507,17.2,0.493,0.16,0.163,0.085,0.085,0.507,0.633,0.689,0.63,0.625,0.542,0.385,0.193,0.564,0.014,3.0,0.098,0.571,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,553.0,545.0,18720.0,0.451,15.8,0.577,0.19,0.193,0.099,0.094,0.423,0.512,0.652,0.436,0.468,0.434,0.367,0.221,0.544,0.023,207.0,0.092,0.411,28.0,1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,81.0,2776.0,0.451,15.8,0.577,0.19,0.193,0.099,0.094,0.423,0.512,0.652,0.436,0.468,0.434,0.367,0.221,0.544,0.023,31.0,0.092,0.411,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),,345.0,337.0,11637.0,0.441,15.1,0.603,0.191,0.214,0.107,0.092,0.397,0.493,0.637,0.403,0.464,0.437,0.361,0.21,0.559,0.025,134.0,0.108,0.401,18.0,1.0,
CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),,208.0,208.0,7083.0,0.467,16.7,0.535,0.188,0.158,0.086,0.098,0.465,0.546,0.675,0.508,0.474,0.43,0.375,0.24,0.523,0.02,73.0,0.07,0.433,10.0,0.0,
