"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2006-07,22,UTA,NBA,PG,49,0,450,100,0,0,0,0,2.3,-1.1,17,6,26,4,10,3,175,2,3,
2007-08,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2008-09,24,2TM,NBA,PG,19,11,261,100,0,0,0,0,-5.8,1.5,11,5,11,1,3,4,84,1,1,
2008-09,24,WAS,NBA,PG,17,11,233,100,0,0,0,0,-5.4,3.1,9,4,8,1,2,4,78,1,1,
2008-09,24,PHO,NBA,PG,2,0,28,100,0,0,0,0,-8.9,-11.1,2,1,3,0,1,0,6,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,68,11,711,100,0,0,0,0,-0.7,-0.2,28,11,37,5,13,7,259,3,4,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,13,857,100,0,0,0,0,-0.7,-0.2,34,13,45,6,16,8,312,4,5,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,49,0,450,100,0,0,0,0,2.3,-1.1,17,6,26,4,10,3,175,2,3,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,17,11,233,100,0,0,0,0,-5.4,3.1,9,4,8,1,2,4,78,1,1,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,2,0,28,100,0,0,0,0,-8.9,-11.1,2,1,3,0,1,0,6,0,0,
