0
2015 All-Star Game Most Valuable Player (Kobe Bryant Trophy)
2016 All-Star Game Most Valuable Player (Kobe Bryant Trophy)
2016-17 Most Valuable Player (Michael Jordan Trophy)
2021-22 NBA 75th Anniversary Team
