0
2020-21 Most Valuable Player (Michael Jordan Trophy)
2021-22 Most Valuable Player (Michael Jordan Trophy)
"2023 Western Conference Finals Most Valuable Player (Earvin ""Magic"" Johnson Trophy)"
2023 Finals Most Valuable Player (Bill Russell Trophy)
2023-24 Most Valuable Player (Michael Jordan Trophy)
